split,review_id,year,category,language,title,excerpt,rating
train,110895.0,2011.0,games,nb,Spillanmeldelse: «Shift 2: Unleashed»,(VG Nett) Kan man gjøre et simulasjonsbasert bilspill actionpreget og tilgjengelig for alle?,1
train,110920.0,2011.0,products,nb,"Test av Audi Q5: Pen, men mindre festlig",Audi Q5 er en knallgod bil på de fleste områder. Den er imidlertid litt dårligere på litt for mange områder til at det holder hele veien.,1
train,110921.0,2011.0,products,nb,Test av BMW X3: Klassens beste akkurat nå,Den nye BMW X3 er akkurat en så bra bil den må være for å slå den skamroste mindre SUV-varianten til Audi.,1
train,110922.0,2011.0,games,nb,Spillanmeldelse: «Crysis 2»,"(VG Nett) Det ikoniske New York City ødelegges IGJEN i «Crysis 2». Men når det gjøres såpass dramatisk som dette, er det vanskelig å ikke bli grepet.",1
train,110924.0,2011.0,music,nb,"Anne Nørdsti, Frøya og Contrazt-Gro: «The Gambler»",(Warner),0
train,110925.0,2011.0,music,nb,Mhoo: «Talking In The Streets» (låt),(Sony),0
train,110926.0,2011.0,music,nb,Margaret Berger: «In A Box» (låt),(Universal),1
train,110927.0,2011.0,music,nb,Hans Bollandsås: «Victory Today»,(Sony Music),0
train,110928.0,2011.0,music,nb,"Frank Ocean: «Nostalgia, Ultra»",(tumblr.com),1
train,110929.0,2011.0,music,nb,Robbie Robertson: «How To Become Clairvoyant»,(429 / Universal),0
train,110931.0,2011.0,music,nb,a-ha: «Ending On A High Note - The Final Concert»,(Universal Music),1
train,110932.0,2011.0,music,nb,Rumble In Rhodos - Follos fineste!,Endelig noen som har gitt den oppvoksende slekt i Follo en gitar istedenfor en fotball.,1
train,110933.0,2011.0,music,nb,King Creosote and Jon Hopkins: «Diamond Mine»,(Double Six / Universal),1
train,110934.0,2011.0,music,nb,Anna Järvinen: «Anna själv tredje»,(Stranded / Universal),1
train,110938.0,2011.0,screen,nb,Puslete primalskrik,"Skal vi være enige om at nå har vi nok norske filmer om yngre menn i etterfeminismens tid, som går konstant på trynet?",0
train,110942.0,2011.0,stage,nb,VGs anmelder: - Ari har ikke gjort det lett for seg,"STAVANGER (VG) «Treningstimen» holder det den lover; det er Ari Behns trening som dramatiker, og den varer en time.",0
train,110943.0,2011.0,games,nb,Spillanmeldelse: «The Sims Medieval»,(VG Nett) Med «The Sims Medieval» har spillmakerne tatt et skritt tilbake til Middelalderen - og et langt skritt fremover.,1
train,110945.0,2011.0,products,nb,"Test av Isuzu D-Max: Umoderne, men selger som hakka møkk","En klar jumbo i pickuptesten er det som i fjor var Norges nest mest solgte pickup, Isuzu D-Max.",0
train,110946.0,2011.0,products,nb,Test av Mitsubishi L200: Grei arbeidsbil som krever mye ratting,Mitsubishis pickupvariant er en helt grei arbeidsbil - og ikke noe mer enn det. Men i dette selskapet er det slett ikke ille.,0
train,110947.0,2011.0,music,nb,Luxus Leverpostei: «Rølp»,(MTG / Musikkoperatørene),0
train,110950.0,2011.0,misc,nb,«The Mountain Goats»,(Merge / Indie),1
train,110954.0,2011.0,games,nb,Spillanmeldelse: «Tom Clancy's Ghost Recon: Shadow Wars»,(VG Nett) «Tom Clancy's Ghost Recon: Shadow Wars» er et helt greit spill som repeterer mer enn det revolusjonerer.,0
train,110955.0,2011.0,games,nb,Spillanmeldelse: «Rayman 3D»,"(VG Nett) Ubisoft har tatt en gammel plattformsjarmør, smurt på med billig 3D og spydd den ut igjen.",0
train,110957.0,2011.0,screen,nb,Pinligheter i utvalg,"OBS, OBS: Her er det kultstoff!",1
train,110959.0,2011.0,screen,nb,Stangskudd,"Det skurrer litt både med lagoppstilling, slagplan og de dypeste løpene i «Amors baller». Men noen stang-ut blir det defintivt ikke!",0
train,110964.0,2011.0,music,nb,Adeles nydelig,Verdens største popstjerne akkurat nå stikker innom for å synge oss i senk.,1
train,110965.0,2011.0,music,nb,Anmeldelse av «The Earth is Trembling»: Bedre enn «Venn»,Godt ment. Men ikke så bra.,0
train,110966.0,2011.0,games,nb,Spillanmeldelse: «Nintendogs + Cats»,"(VG Nett) «Nintendogs + Cats» er så levende, søtt og realistisk, at det nesten er bedre enn å ha et ekte kjæledyr.",1
train,110967.0,2011.0,games,nb,Spillanmeldelse: «Pilotwings Resort»,"(VG Nett) Nintendo gjenoppliver den 20 år gamle «Pilotwings»-serien til lanseringen av 3DS, og det er sånn passe gøy.",0
train,110968.0,2011.0,games,nb,Spillanmeldelse: «Super Street Fighter IV 3D Edition»,(VG Nett) «Street Fighter» leverer det beste spillet du kan kjøpe til din nye 3DS ved lansering.,1
train,110969.0,2011.0,literature,nb,"Fattige, flittige og fagre","(1. bok i serien «Fjellroser»,. 220 sider, 1. bok gratis. Schibsted)",0
train,110970.0,2011.0,literature,nb,Krim i førstedivisjon,Piet Hoffmann lever en livsfarlig dobbelttilværelse.,1
train,110974.0,2011.0,screen,nb,TV-anmeldelse: Solbakken Grand Prix!,Erik Solbakken seiler inn i «gullrekka» med aller største selvfølgelighet.,1
train,110975.0,2011.0,music,nb,Green Day: «Awesome As F**k»,(Reprise / Warner),1
train,110977.0,2011.0,music,nb,Quatuor Ebene: «Fiction»,(Virgin Classics / EMI),1
train,110978.0,2011.0,music,nb,The Pains Of Being Pure At Heart: «Belong»,(Slumberland / VME),1
train,110979.0,2011.0,music,nb,The Strokes: «Angles»,The Strokes: «Angles» (RCA / Sony),0
train,110980.0,2011.0,music,nb,Ronan Keating: «When Ronan Met Burt»,(Polydor / Universal),0
train,110981.0,2011.0,music,nb,Josh T. Pearson: «Last Of The Country Gentlemen»,(Mute / Playground),0
train,110983.0,2011.0,music,nb,"Sandra Kolstad: «Fire Burn, Blood Flow» (låt)",(Trust Me),1
train,110984.0,2011.0,music,nb,Jennifer Lopez: «On The Floor» (låt),(Island / Universal),0
train,110986.0,2011.0,music,nb,"Glasvegas: «Euphoria, Take My Hand» (låt)",(Columbia / Sony),0
train,110987.0,2011.0,music,nb,Mangler momentum,Hva skjedde her?,0
train,110989.0,2011.0,screen,nb,Dommedag og håp,"Ufattelig ambisiøs og alvorlig film om eksistensielle spørsmål. Om filmen når frem til sitt publikum, er høyst usikkert.",0
train,110993.0,2011.0,games,nb,Spillanmeldelse: «Warhammer 40.000: Dawn of War 2 - Retribution»,(VG Nett) I krysningspunktet mellom rollespill og strategispill ligger det mye potensiale for gode hybrider. Det har «Warhammer 40.000: Dawn of War 2 - Retribution» fått med seg.,1
train,110994.0,2011.0,games,nb,Spillanmeldelse: «Total War: Shogun 2»,"(VG Nett) Etter elleve år og seks kritikerroste oppfølgere, returnerer strategispillserien «Total War» til sine østlige røtter. «Shogun 2» er både tro mot det gamle og åpen for nyskapninger.",1
train,110995.0,2011.0,games,nb,Spillanmeldelse: «Fight Night Champion»,(VG Nett) I «Fight Night Champion» foredler EA Canada sin kjærlighet til boksesporten nok en gang.,1
train,110996.0,2011.0,music,nb,Britney er tilbake!,"En friskmeldt Britney Spears vil bli klubbdronning, og skraper sine negler sultent mot anklene på Rihanna og Lady Gaga.",1
train,110998.0,2011.0,music,nb,Kakkmaddafakka: «Hest»,(Bubble / Musikkoperatørene),0
train,110999.0,2011.0,music,nb,Oslo Ess: «Uleste bøker og utgåtte sko»,(Råtass / Indie),1
train,111003.0,2011.0,music,nb,The Vaccines: «What Did You Expect,(Columbia / Sony),0
train,111004.0,2011.0,music,nb,Kurt Vile: «Smoke Ring For My Halo»,(Matador / Playground),1
train,111005.0,2011.0,music,nb,Hilde Marie Kjersem: «Let's Let Go»,(Brødr / Warner),1
train,111007.0,2011.0,music,nb,Admiral P: «Jobber overtid»,(Knirckefritt),1
train,111008.0,2011.0,music,nb,Britney Spears: «Till The World Ends»,(Sony),1
train,111009.0,2011.0,music,nb,Alexis Jordan: «Good Girl»,Holder hva tittelen lover.,1
train,111010.0,2011.0,games,nb,Spillanmeldelse: «Rift»,(VG Nett) Onlinerollespillet «Rift» holder seg til det velkjente. Men bobler allikevel over av dybde og variasjon.,1
train,111012.0,2011.0,screen,nb,Intet nytt under solen,"En reise i nostalgiens tegn; «Änglagård - alle gode ting er tre» er full av sommer og sol, men ellers er intet nytt under solen.",0
train,111014.0,2011.0,screen,nb,"Satan, heller?",Man kan si hva man vil om Djevelen. Men han gjør seg nok best på film.,0
train,111018.0,2011.0,screen,nb,TV-anmeldelse: Kunne vært råere,"(VG) De banner, tulleringer og har kjappis-sex på offentlige toaletter. «Gæmlisene» er ikke som før.",0
train,111019.0,2011.0,games,nb,Spillanmeldelse: «Dragon Age II»,"(VG Nett) Lengre, dypere og enda bedre. Rollespillet «Dragon Age II» er en spilloppfølger som ikke kommer til å bli glemt med det første.",1
train,111020.0,2011.0,screen,nb,TV-anmeldelse: Les heller en rosablogg,Det kan være på tide sjekke ut av paradis.,0
train,111021.0,2011.0,screen,nb,TV-anmeldelse: Bønder i beste velgående,"Ramsalte nordnorske utskjellinger, ekteskapelige intriger og søt musikk.",1
train,111022.0,2011.0,screen,nb,TV-anmeldelse: Helt på kornet,"Alle som har gått på skole, eller møtt elever og lærere de siste 50 årene, kan kjenne seg igjen i «Kongsvik ungdomsskole». Altså ganske mange.",1
train,111023.0,2011.0,screen,nb,TV-anmeldelse: Konfliktfri kosetur,"Da TVNorge sist kjørte kjendiskappløp til Nordkapp, hadde de en samling kjeklete og sutrete konkurrenter.",0
train,111025.0,2011.0,music,nb,Jan Eggum: «Kjærlighet &amp; ærlighet 1»,(Grappa),0
train,111026.0,2011.0,music,nb,Burzum: «Fallen»,(Byelobog/Tuba),0
train,111027.0,2011.0,music,nb,Avril Lavigne: «Goodbye Lullaby»,(RCA/Sony),0
train,111028.0,2011.0,music,nb,Toro Y Moi: «Underneath the Pine»,Toro Y Moi: «Underneath the Pine» (Carpark/VME),0
train,111030.0,2011.0,music,nb,Thinkerbell: «2»,(Nordic Records),1
train,111033.0,2011.0,music,nb,BigBang: «Epic Scrap Metal»,(Grand Sport/EMI),1
train,111034.0,2011.0,music,nb,Fjorden Baby!: «Se deg rundt i rommet»,(FBZ/Tuba),1
train,111036.0,2011.0,literature,nb,Kokainkongens råd,"Oversatt av Astrid Nordang. 233 sider. Kr.: 329,-. Vigmostad Bjørke",0
train,111042.0,2011.0,screen,nb,Apokalypse til hjemmebruk,"Finurlig og intelligent oppsett om dommedag for helt vanlige, nevrotiske nordmenn. Men svakhetene blir for mange.",0
train,111045.0,2011.0,music,nb,R.E.M. - reinkarnert som seg selv,"Dersom noen om hundre år skal analysere kvaliteten i R.E.M.-vokalist Michael Stipe sine tekster, bør de basere forskningen på antall «Hey» og «Now».",1
train,111046.0,2011.0,games,nb,Spillanmeldelse: «Rango»,"(VG Nett) «Rango» er basert på animasjonsfilmen med samme navn, og byr på et særdeles sprøtt og actionfylt cowboyunivers.",1
train,111047.0,2011.0,games,nb,Spillanmeldelse: «Rango» (DS),"(VG Nett) DS-versjonen av «Rango» er grei nok, men virker rimelig overflødig.",0
train,111049.0,2011.0,music,nb,"Stein Torleif Bjella, «Vonde visu»",(Oh Yeah / Sonet),1
train,111050.0,2011.0,music,nb,"Smith Westerns, «Dye It Blonde»",(Fat Possum),1
train,111051.0,2011.0,music,nb,"Clare Maguire, «Light After Dark»",(Polydor / Universal),0
train,111052.0,2011.0,music,nb,"Vindrosa, «Østenfor sol»",(Vagabond / Musikkoperatørene),0
train,111053.0,2011.0,music,nb,"Me And My Army, «Thank God For Sending Demons»",(Parlophone / EMI),0
train,111058.0,2011.0,music,nb,"Beady Eye, «Different Gear,Still Speeding»",(Beady / Cosmos),0
train,111059.0,2011.0,screen,nb,TV-anmeldelse: Interessant og lekkert,De siste spilloppene til Ari Behn og Per Heimly er av den severdige sorten.,1
train,111061.0,2011.0,screen,nb,Døden i Barcelona,Et dødsritt gjennom Barcelonas mørkeste smug. Garantert ikke godkjent av turistkontoret.,0
train,111066.0,2011.0,screen,nb,Dyrisk død,Det er tvingende nødvendig å få sagt det: Dette er filmen mange vil hate. Og adskillig færre vil elske.,0
train,111067.0,2011.0,games,nb,Spillanmeldelse: «Kirby's Epic Yarn»,"(VG Nett) «Kirby's Epic Yarn» er befriende originalt, lettspilt og underholdende, og vil trolig fenge de aller fleste.",1
train,111068.0,2011.0,games,nb,Spillanmeldelse: «Test Drive Unlimited 2»,(VG Nett) «Test Drive Unlimited 2» kunne ha blitt en nydelig bilspillfest. Men festen er herved avlyst.,0
train,111071.0,2011.0,literature,nb,En dyster sannhet,Krim. Oversatt av Kari og Kjell Risvik. 399 s. 349 kr. Press forlag,1
train,111072.0,2011.0,literature,nb,Kjærlighet i råskapens tid,"Oversatt av Guro Dimmen. 508 sider. Kr. 379,-. Gyldendal",1
train,111073.0,2011.0,literature,nb,Mesterlig om barndom,"349 kroner, 163 sider. Juritzen forlag.",1
train,111074.0,2011.0,literature,nb,Dansk kvalitetskrim,"Oversatt av Morten Gaustad, 428 sider. Kr. 399,-. Font.",1
train,111077.0,2011.0,literature,nb,Diktatur og galskap,"Oversatt av Kjell Olaf Jensen, 233 sider. Kr. 379,-. Tiden",1
train,111088.0,2011.0,screen,nb,Tynn traktortur,Det stemmer at det enkle kan være det beste. Men det kan også være skuffende lettvint.,0
train,111099.0,2011.0,screen,nb,Lysende historisk drama,"Mesterlig forening av tung historisk symbolisme og levende, privat menneskelig drama.",1
train,111103.0,2011.0,games,nb,Spillanmeldelse: «Bloodline Champions»,(VG Nett) «Bloodline Champions» er like mye idrett som dataspill. Det står for en knallsterk spillopplevelse for de som liker nådeløs action og krevende taktikk.,1
train,111104.0,2011.0,games,nb,Spillanmeldelse: «Breach»,"Skytespillsjangeren er beinhard. «Breach» gjør et tappert forsøk, men stiller med altfor lite originalitet og slagkraft til å kunne konkurrere i den øverste vektklassen.",0
train,111106.0,2011.0,music,nb,Sugarland: «Incredible Machine»,(Mercury/Universal),0
train,111108.0,2011.0,music,nb,James Blake: «James Blake»,(A&amp;M/Universal),1
train,111109.0,2011.0,music,nb,Wanda Jackson: «The Party Ain't Over»,(Nonesuch/Warner),0
train,111111.0,2011.0,screen,nb,Delirisk dans,Denne filmen tar kvelertak på deg. Og holder det lenge.,1
train,111113.0,2011.0,screen,nb,Absolutt nydelig,"Dette er filmen du vil elske å ha sett. Så, filmvenn: Oppsøk den, det vil dessverre raskt forsvinne fra repetoaret.",1
train,111114.0,2011.0,games,nb,Spillanmeldelse: «Mario vs. Donkey Kong: Mini-Land Mayhem!»,"De gamle fiendene Mario og Donkey Kong har plaget hverandre i 30 år, og har ingen planer om å slutte. Heldigvis.",1
train,111126.0,2011.0,screen,nb,Blottet for brodd,"I bølgen av mer eller mindre ironiske superheltfilmer de siste årene, kommer «The Green Hornet» skvulpende som en baktung attpåklatt.",0
train,111128.0,2011.0,screen,nb,Talentløs,DVD-anmeldelse,0
train,111130.0,2011.0,music,nb,Respektfullt,LÅT: VISE. Marit Larsen: «Vår beste dag»,1
train,111131.0,2011.0,music,nb,Gregg Allman: «Low Country Blues»,(Rounder / Universal),1
train,111134.0,2011.0,music,nb,Erik og Kriss: «Back To Business»,(MTG),0
train,111135.0,2011.0,music,nb,White Lies: «Ritual»,Fiction / Universal,0
train,111136.0,2011.0,music,nb,The Decemberists: «The King Is Dead»,(Rough Trade / Playground),1
train,111138.0,2011.0,music,nb,Nina Kinert: «Red Leader Dream»,(Ninkina / Tuba),1
train,111139.0,2011.0,games,nb,Spillanmeldelse: «Little Big Planet 2»,Et av de artigste spillene på denne generasjonen spillkonsoller har fått en verdig oppfølger. «Litte Big Planet 2» er et plattformspill utenom det vanlige.,1
train,111141.0,2011.0,screen,nb,Helt håpløst!,"Det hender, ikke ofte - men likevel: Man sitter i kinoens mørke og tenker: Hva i helvete (bokstavlig talt) er dette?!",0
train,111143.0,2011.0,screen,nb,Stødig standard,Dette er en ytterst forutsigelig standardhistorie.,0
train,111144.0,2011.0,screen,nb,TV-anmeldelse: Rødmende medrivende,"Ifølge fortellerstemmen sier «Dating i mørket» oss hvor mye utseendet egentlig har å si. Det sier vel så mye om tafsing i mørket, og det fungerer godt på TV.",1
train,111145.0,2011.0,music,nb,Ikke akkurat gloriøs,VG anmelder VM-låten.,0
train,111147.0,2011.0,music,nb,Maria Haukaas Mittet «Glorious»,(Sony),0
train,111148.0,2011.0,music,nb,TURNS «Out»,(Voices Of Wonder),1
train,111149.0,2011.0,music,nb,Ronny Pøbel «Staten er ei fitte»,(Voices Of Wonder),0
train,111150.0,2011.0,games,nb,Spillanmeldelse: «Ilomilo»,"Det svenskutviklede indiespillet «Ilomilo» er en myk start på spillåret 2011, med årets kanskje hyggeligste univers.",1
train,111156.0,2011.0,screen,nb,Tresmak i sjelen,"«Treet» er en mystisk film om sorg og -bearbeiding, med Charlotte Gainsbourg.",0
train,111157.0,2011.0,music,nb,Rumer: «Seasons Of My Soul»,(EastWest / Warner),1
train,111158.0,2011.0,games,nb,Spillanmeldelse: «Quake Arena Arcade»,Du kan ikke lære en gammel hund nye triks. Noen burde kanskje bare latt denne elleve år gamle bikkja ligge?,0
train,111159.0,2011.0,games,nb,Spillanmeldelse: «World of Warcraft: Cataclysm»,"Det kreves tusenvis av timer med spilling for å få fullt overblikk over alt «World of Warcrafts» utvidelse «Cataclysm» har å by på. Vi har spilt en snau måned, og er storfornøyd!",1
train,111178.0,2010.0,music,nb,Ryan Adams &amp; The Cardinals: «III / IV»,(Paxam Records),0
train,111179.0,2010.0,music,nb,R. Kelly: «Love Letter»,(Jive),0
train,111190.0,2010.0,screen,nb,Fedrenes synder,"En intens, dyptloddende og skarpt observerende historie om oppvekst i et alkoholisert hjem.",1
train,111192.0,2010.0,screen,nb,Bastøy - innenfra,«Kongen av Bastøy» har i ekstrem grad en av den engasjerte filmfortellings viktigste kvaliteter: Du blir trukket rett inn i den!,1
train,111193.0,2010.0,products,nb,Test av Volkswagen Passat: Ny favoritt,Den nye VW Passat er kanskje ikke så ny som vi hadde forventet. Men bilen er likevel nærmest dømt til å bli en bestselger.,1
train,111196.0,2010.0,screen,nb,Animert kvalitet for de minste,«Elias og jakten på havets gull har kvalitet i alle ledd!,1
train,111200.0,2010.0,games,nb,Spillanmeldelse: «NBA 2K11»,"(VG Nett) «NBA 2k11» overgår alle tidligere basketballspill, og hva passer vel da bedre enn å la tidenes beste basketballspiller prege coveret.",1
train,111202.0,2010.0,games,nb,Spillanmeldelse: «Donkey Kong Country Returns»,(VG Nett) «Donkey Kong Country Returns» er et akkurat så glimrende comeback for Nintendos klassiske apekatter som vi har våget å drømme om.,1
train,111203.0,2010.0,music,nb,a-Ha det bra!,"OSLO SPEKTRUM (VG) I natt gikk a-ha ut av tiden, men inn i historien. Takk for alt!",1
train,111206.0,2010.0,screen,nb,Julesplatter,Et energisk og særdeles grovkalibret finsk forsøk - med norsk hjelp - på å ødelegge alt av god julestemning allerede første uken av advent.,0
train,111207.0,2010.0,screen,nb,Mamma i fengsel,"Man skal bare bomme litt, før det som skulle være en skarpskåren human touch-thriller blir temmelig gjennomsnittlig.",0
train,111208.0,2010.0,games,nb,Spillanmeldelse: «Gran Turismo 5»,(VG Nett) «Gran Turismo 5» er så omfattende og innholdsrikt at det skaper tunge stønn. Av både utmattelse og lykke.,1
train,111211.0,2010.0,games,nb,Spillanmeldelse: «Michael Jackson The Experience»,(VG Nett) Michael Jackson burde være et drømmeutgangspunkt for spillet med samme navn. Dessverre gjør ikke utviklerne maksimalt ut av potensialet.,0
train,111212.0,2010.0,games,nb,Spillanmeldelse: «The X Factor»,(VG Nett) Det føles rart å ha så godt som ingen forventninger til et spill. Og likevel bli skuffet.,0
train,111219.0,2010.0,music,nb,Nicki Minaj: «Pink Friday»,(Cash Money / Universal),1
train,111221.0,2010.0,music,nb,Westlife: «Gravity»,(RCA / SONY),0
train,111224.0,2010.0,music,nb,Christina Aguilera &amp; Cher: «Burlesque: Original Motion Picture Soundtrack»,(RCA / Sony),0
train,111225.0,2010.0,music,nb,Jan Werner: «One More Time - The Very Best Of»,(Polydor / Universal),1
train,111226.0,2010.0,music,nb,Narum: «Ælt som var søkk borte»,(Warner),1
train,111227.0,2010.0,music,nb,Storslagen såpeopera,(Roc-A-Fella / Universal),1
train,111229.0,2010.0,screen,nb,Lite hjerte - mye smerte,«The Good Heart» bader i føleri. Men mangler hjerte.,0
train,111230.0,2010.0,games,nb,Spillanmeldelse: «Assassin's Creed: Brotherhood»,"(VG Nett) Etter to klassespill i «Assassin's Creed»-serien, har turen kommet til et historisk gjensyn med Roma på 1500-tallet. Det er duket for spillkos av ypperste sort.",1
train,111232.0,2010.0,games,nb,Spillanmeldelse: «Need for Speed: Hot Pursuit»,"(VG Nett) Ai, ai, ai! Criterion og EA rocker julen inn med «Need for Speed: Hot Pursuit» - et av tidenes feteste bilspill.",1
train,111243.0,2010.0,literature,nb,Mandelas nedtegnelser,Ny bok gjør bildet av Nelson Mandela mer komplett.,1
train,111244.0,2010.0,literature,nb,Svart og hvitt,"Oversatt av Poul Henrik Poulsson. 317 sider. Kr. 349,- Cappelen Damm",0
train,111246.0,2010.0,literature,nb,Sylskarpt tigerportrett,"Oversatt av Alexander Leborg. 329 sider Kr. 349,-. Spartacus.",1
train,111247.0,2010.0,literature,nb,Svartekunst,Roman. 183 sider Kr.329.-. Gyldendal,1
train,111248.0,2010.0,literature,nb,Heftig harselas,"233 sider. Kr. 349,-. Samlaget",0
train,111253.0,2010.0,games,nb,Spillanmeldelse: «Dance Central»,(VG Nett) «Dance Central» har for mange bra dansespill å konkurrere med til at det klarer å hevde seg.,0
train,111255.0,2010.0,music,nb,Svenske svisker fra Sissel,«... till dig ...» hadde vært en mer korrekt tittel.,0
train,111259.0,2010.0,screen,nb,Cornelis på overflaten,"En film laget i dyp respekt, men uten et fast regigrep som viser dybden i Vreeswijk.",0
train,111265.0,2010.0,music,nb,Maria Mena: «Home For Christmas»,(Sony),1
train,111267.0,2010.0,screen,nb,TV-anmeldelse: Råbra rabagaster!,Takk Gud - og NRK for at de virtuose rabagastene Erlend og Steinjo får bruke de ekstreme talentene sine utelukkende på tull og fjas!,1
train,111273.0,2010.0,games,nb,Spillanmeldelse: «The Sims 3: Helaften»,(VG Nett) «The Sims 3: Helaften» føyer seg inn i rekken av utvidelsespakker du kanskje trenger. Kanskje ikke.,0
train,111279.0,2010.0,screen,nb,Jalla-jihad,Temaet er risikabelt spennende: En komedie om potensielle islamske selvmordsbombere i England. Gjennomføringen er direkte skuffende.,0
train,111280.0,2010.0,screen,nb,Sukkersøtt,"Vellaget, men utrolig konvensjonell og forutsigbar liten bagatell av en dagdrøm.",0
train,111281.0,2010.0,screen,nb,Krigens ansikter,Vibeke Løkkeberg makter i nesten uhyggelig grad å beskrive hva krig til syvende og sist er i «Gazas tårer».,1
train,111282.0,2010.0,music,nb,Neil Diamond: «Dreams»,(Columbia / Sony),0
train,111287.0,2010.0,music,nb,Broken Records: «Let Me Come Home»,(4AD / Playground),1
train,111288.0,2010.0,music,nb,Black Dub: «Black Dub»,(Red Ink / Sony),0
train,111289.0,2010.0,music,nb,Brian Eno: «Small Craft On A Milk Sea»,(Warp / VME),1
train,111290.0,2010.0,games,nb,Spillanmeldelse: «Football Manager 2011»,(VG Nett) Sports Interactive har i flere år finpusset på «Football Manager»-serien. Aldri har de vært nærmere det perfekte.,1
train,111291.0,2010.0,games,nb,Spillanmeldelse: «Professor Layton and The Lost Future»,(VG Nett) Det er intet nytt og revolusjonerende ved «Professor Layton and The Lost Future». Men hvorfor endre et vinnerspill? Jeg tåler langt flere mysterier før jeg er lei.,1
train,111293.0,2010.0,games,nb,Spillanmeldelse: «Star Wars: The Force Unleashed II»,(VG Nett) Følelsen av bortkastet tid ligger tungt over «Star Wars: The Force Unleashed II».,0
train,111294.0,2010.0,music,nb,Didrik Solli-Tangen: «Guilty Pleasures»,(Class A/Universal),0
train,111295.0,2010.0,games,nb,Spillanmeldelse: «Vanquish»,(VG Nett) Ikke bli lurt av den noe generiske fremtoningen: «Vanquish» er et av årets aller tøffeste spill.,1
train,111296.0,2010.0,stage,nb,Nytt humorshow: Frekt som få,Enhver generasjon har sin egen statsministerparodi. Overflodsgenerasjonen har to.,1
train,111298.0,2010.0,screen,nb,Opprørets poesi,Shirin Neshats debutfilm om kvinner i Iran i 1953 er en stille eksplosjon.,1
train,111302.0,2010.0,music,nb,Jaa9 &amp; OnklP: «Partysvenske»,(Sony),1
train,111303.0,2010.0,music,nb,Gold Panda: «Lucky Shiner»,(Notown / VME),1
train,111304.0,2010.0,music,nb,Twin Shadow: «Forget»,(Terrible),1
train,111305.0,2010.0,music,nb,Shakira: «The Sun Comes Out»,(Epic / Sony Music),0
train,111306.0,2010.0,music,nb,Bryan Ferry: «Olympia»,(Virgin / EMI),0
train,111308.0,2010.0,music,nb,Ole Ivars: «Stjerneklart»,(Tylden &amp; Co.),0
train,111310.0,2010.0,music,nb,Madcon: «Contraband»,(Cosmos),0
train,111312.0,2010.0,music,nb,Taylor Swift: «Speak Now»,(Big Machine / Universal),1
train,111313.0,2010.0,games,nb,Spillanmeldelse: «Fable III»,(VG Nett) Revolusjonen har nådd både Albion og «Fable»-serien. På godt og vondt.,1
train,111315.0,2010.0,games,nb,Spillanmeldelse: «SingStar Guitar»,"(VG Nett) «SingStar Guitar» er ikke et dårlig spill, bare veldig overflødig.",0
train,111316.0,2010.0,games,nb,Spillanmeldelse: «TV Superstars»,(VG Nett) Det begynner å bli en god del «konkurrer-i-diverse-sprø-minispill»-spill i hyllen min nå. «TV Superstars» er ikke en av stjernene. Men det er tålelig gøy.,0
train,111317.0,2010.0,games,nb,Spillanmeldelse: «SingStar Dance»,"(VG Nett) «SingStar Dance» er akkurat slik jeg har drømt om at «SingStar» skal være: det perfekte partyspill, med kule og varierte låter og moves.",1
train,111318.0,2010.0,screen,nb,Hamers juleevangelium,Regissøren Bent Hamer er noe helt for seg selv - og i en klasse for seg.,1
train,111320.0,2010.0,screen,nb,Sofistikert fjesbokdrama,«The Social Network» er elegant filmkunst med imponerende skuespillerprestasjoner.,1
train,111324.0,2010.0,games,nb,Spillanmeldelse: «Fallout: New Vegas»,"(VG Nett) Atmosfæren i rollespillet «Fallout: New Vegas» er dyster, deprimerende og knallsolid. Men livet etter den fiktive atomkrigen har ikke endret seg så mye siden sist.",1
train,111333.0,2010.0,music,nb,Helt Prins!,Prince rev ned Vestlandshallen helt alene.,1
train,111334.0,2010.0,music,nb,Konsertanmeldelse Lady Gaga: Ganske danskebåt,Lady Gaga handler om at hvem som helst kan bli berømt. Det er hun selv et godt bevis på.,0
train,111336.0,2010.0,screen,nb,Risikofri ryser,"«Fritt vilt»-lokomotivet ruller inn på endestasjonen, uten uventede overraskelser underveis.",0
train,111337.0,2010.0,screen,nb,Alt for mye hjerte,"Det verste med «Grusomme meg» er at den aldri er overbevisende grusom. Hovedpersonen, Gru, er riktignok en skurk, men han blir jo bløt før vi får sagt «bø!» når han plutselig blir adoptivfar.",0
train,111346.0,2010.0,music,nb,A1 «Waiting For Daylight»,(Universal),0
train,111349.0,2010.0,screen,nb,Gammeldags og ufokusert,Ikke-fungerende tilbakevending til de dystreste leilighetene og mest dysfunksjonelle menneskene på Oslo Vest på 60-tallet.,0
train,111352.0,2010.0,music,nb,Veronica Akselsen: «Blod og ild»,(Via Music / Bare Bra Musikk),1
train,111353.0,2010.0,music,nb,Toby Keith: «Bullets In The Gun»,(Show Dog / Universal),0
train,111354.0,2010.0,music,nb,Sufjan Stevens: «Age O Adz»,(Asthmatic Kitty / Tuba),1
train,111355.0,2010.0,music,nb,Antony and The Johnsons: «Swanlights»,(Rough Trade / Playground),1
train,111356.0,2010.0,music,nb,Kenny Chesney: «Hemingway's Whiskey»,(Sony),0
train,111358.0,2010.0,music,nb,Fran Healy: «Wreckorder»,(Wreckord Label / Warner),0
